fecha,isla,adr_eur,revpar_eur,grado_ocupacion,month,quarter,is_high_season,revpar_eur_lag_1,revpar_eur_lag_3,revpar_eur_lag_12,revpar_eur_rolling_mean_3,revpar_eur_rolling_mean_12,revpar_eur_yoy_growth
2022-11-01,La Gomera,108.01,90.01,0.833348764003333,11,4,1,65.46,75.08,96.37,65.99333333333333,73.07416666666667,-0.0659956417972398
2022-12-01,La Gomera,111.14,84.43,0.7596724851538601,12,4,0,90.01,57.44,82.03,70.97,72.54416666666667,0.029257588687065777
2023-01-01,La Gomera,117.2,102.79,0.8770477815699659,1,1,1,84.43,65.46,90.61,79.96666666666667,72.74416666666667,0.13442224919986764
2023-02-01,La Gomera,120.47,106.22,0.881713289615672,2,1,1,102.79,90.01,95.96,92.41000000000001,73.75916666666667,0.1069195498124219
2023-03-01,La Gomera,116.89,99.11,0.8478911797416374,3,1,1,106.22,84.43,92.39,97.81333333333333,74.61416666666666,0.07273514449615757
2023-04-01,La Gomera,109.31,74.95,0.6856646235477084,4,2,0,99.11,102.79,73.14,102.70666666666666,75.17416666666666,0.02474706043204816
2023-05-01,La Gomera,80.92,49.57,0.6125803262481463,5,2,0,74.95,106.22,48.43,93.42666666666666,75.325,0.02353912863927319
2023-06-01,La Gomera,80.18,46.57,0.5808181591419306,6,2,0,49.57,99.11,44.07,74.54333333333334,75.42,0.056727932834127526
2023-07-01,La Gomera,96.8,56.77,0.5864669421487604,7,3,0,46.57,74.95,55.91,57.03,75.62833333333334,0.015381863709533296
2023-08-01,La Gomera,108.31,75.34,0.6955959745175884,8,3,1,56.77,49.57,75.08,50.97,75.7,0.003462972828982487
2023-09-01,La Gomera,92.64,65.07,0.7023963730569948,9,3,1,75.34,46.57,57.44,59.56,75.72166666666668,0.13283426183844005
2023-10-01,La Gomera,104.4,76.37,0.7315134099616858,10,4,0,65.07,56.77,65.46,65.72666666666667,76.3575,0.16666666666666685
2023-11-01,La Gomera,114.99,98.74,0.8586833637707627,11,4,1,76.37,75.34,90.01,72.26,77.26666666666667,0.09698922341961992
2023-12-01,La Gomera,115.77,92.02,0.7948518614494255,12,4,0,98.74,65.07,84.43,80.06,77.99416666666667,0.08989695605827298
2024-01-01,La Gomera,115.29,101.46,0.8800416341399947,1,1,1,92.02,76.37,102.79,89.04333333333334,78.62666666666667,-0.012939001848428956
2024-02-01,La Gomera,122.1,114.28,0.935954135954136,2,1,1,101.46,98.74,106.22,97.40666666666665,78.51583333333333,0.07588024854076447
2024-03-01,La Gomera,124.32,108.78,0.8750000000000001,3,1,1,114.28,92.02,99.11,102.58666666666666,79.1875,0.09756835838966807
2024-04-01,La Gomera,91.17,41.51,0.4553032795875836,4,2,0,108.78,101.46,74.95,108.17333333333333,79.99333333333333,-0.4461641094062709
2024-05-01,La Gomera,77.31,50.81,0.657224162462812,5,2,0,41.51,114.28,49.57,88.19,77.20666666666666,0.02501513011902364
2024-06-01,La Gomera,74.58,52.0,0.6972378653794583,6,2,0,50.81,108.78,46.57,67.03333333333333,77.31,0.11659866867081811
2024-07-01,La Gomera,90.82,63.75,0.7019378991411583,7,3,0,52.0,41.51,56.77,48.10666666666666,77.7625,0.12295226351946445
2024-08-01,La Gomera,96.64,76.92,0.7959437086092715,8,3,1,63.75,50.81,75.34,55.52,78.34416666666667,0.02097159543403236
2024-09-01,La Gomera,84.98,69.01,0.8120734290421275,9,3,1,76.92,52.0,65.07,64.22333333333334,78.47583333333333,0.06055017673274954
2024-10-01,La Gomera,85.69,68.74,0.8021939549539036,10,4,0,69.01,63.75,76.37,69.89333333333333,78.80416666666666,-0.09990834097158582
2024-11-01,La Gomera,101.34,89.54,0.883560292086047,11,4,1,68.74,76.92,98.74,71.55666666666667,78.16833333333334,-0.09317399230301791
2024-12-01,La Gomera,134.89,98.02,0.7266661724368004,12,4,0,89.54,69.01,92.02,75.76333333333334,77.40166666666666,0.06520321669202347
2025-01-01,La Gomera,141.19,123.6,0.8754161059565124,1,1,1,98.02,68.74,101.46,85.43333333333334,77.90166666666666,0.21821407451212302
2025-02-01,La Gomera,137.23,122.69,0.8940464912919917,2,1,1,123.6,89.54,114.28,103.71999999999998,79.74666666666666,0.07359117955897791
2025-03-01,La Gomera,133.06,112.56,0.8459341650383285,3,1,1,122.69,98.02,108.78,114.76999999999998,80.4475,0.034749034749034756
2025-04-01,La Gomera,130.01,80.0,0.615337281747558,4,2,0,112.56,123.6,41.51,119.61666666666667,80.7625,0.9272464466393641
2025-05-01,La Gomera,94.89,57.29,0.6037517125092212,5,2,0,80.0,122.69,50.81,105.08333333333333,83.97,0.12753395000984052
2025-06-01,La Gomera,93.15,49.48,0.5311862587224906,6,2,0,57.29,112.56,52.0,83.28333333333333,84.51,-0.04846153846153852
2025-07-01,La Gomera,104.86,62.12,0.5924089261872973,7,3,0,49.48,80.0,63.75,62.25666666666666,84.3,-0.025568627450980434
2025-08-01,La Gomera,118.99,76.53,0.64316329103286,8,3,1,62.12,57.29,76.92,56.29666666666666,84.16416666666666,-0.005070202808112332
2025-09-01,La Gomera,104.64,74.35,0.7105313455657492,9,3,1,76.53,49.48,69.01,62.71,84.13166666666666,0.07738008984205172
2025-10-01,La Gomera,111.33,79.34,0.7126560675469326,10,4,0,74.35,62.12,68.74,70.99999999999999,84.57666666666667,0.15420424789060241
2025-11-01,La Gomera,136.23,116.84,0.8576671805035603,11,4,1,79.34,76.53,89.54,76.74,85.46,0.3048916685280321
2025-12-01,La Gomera,140.38,103.2,0.7351474569026928,12,4,0,116.84,74.35,98.02,90.17666666666666,87.735,0.05284635788614576
2026-01-01,La Gomera,146.27,128.13,0.8759827715867915,1,1,1,103.2,79.34,123.6,99.79333333333334,88.16666666666667,0.03665048543689321
2009-01-01,La Palma,40.76,16.53,0.4055446516192346,1,1,1,,,,,,
2009-02-01,La Palma,48.65,25.76,0.5294964028776978,2,1,1,16.53,,,,,
2009-03-01,La Palma,41.65,23.63,0.5673469387755102,3,1,1,25.76,,,,,
2009-04-01,La Palma,34.46,15.01,0.4355774811375508,4,2,0,23.63,16.53,,21.973333333333333,,
2009-05-01,La Palma,32.66,12.68,0.3882424984690754,5,2,0,15.01,25.76,,21.46666666666667,,
2009-06-01,La Palma,32.86,13.23,0.4026171637248935,6,2,0,12.68,23.63,,17.106666666666666,,
2009-07-01,La Palma,40.67,24.33,0.5982296533071059,7,3,0,13.23,15.01,,13.64,,
2009-08-01,La Palma,41.03,27.77,0.6768218376797465,8,3,1,24.33,12.68,,16.746666666666666,,
2009-09-01,La Palma,34.25,16.95,0.494890510948905,9,3,1,27.77,13.23,,21.776666666666667,,
2009-10-01,La Palma,34.18,14.08,0.41193680514921,10,4,0,16.95,24.33,,23.016666666666666,,
2009-11-01,La Palma,39.5,20.76,0.5255696202531646,11,4,1,14.08,27.77,,19.599999999999998,,
2009-12-01,La Palma,48.81,22.45,0.4599467322270026,12,4,0,20.76,16.95,,17.263333333333335,,
2010-01-01,La Palma,38.82,16.97,0.4371458011334363,1,1,1,22.45,14.08,16.53,19.096666666666668,19.43166666666667,0.02661826981246205
2010-02-01,La Palma,40.93,19.77,0.4830197898851698,2,1,1,16.97,20.76,25.76,20.06,19.468333333333334,-0.23253105590062118
2010-03-01,La Palma,38.95,18.24,0.4682926829268292,3,1,1,19.77,22.45,23.63,19.73,18.969166666666666,-0.22809987304274232
2010-04-01,La Palma,42.24,19.28,0.4564393939393939,4,2,0,18.24,16.97,15.01,18.326666666666664,18.52,0.28447701532311803
2010-05-01,La Palma,36.84,14.47,0.3927795874049946,5,2,0,19.28,19.77,12.68,19.096666666666668,18.875833333333333,0.14116719242902215
2010-06-01,La Palma,37.84,14.68,0.3879492600422832,6,2,0,14.47,18.24,13.23,17.330000000000002,19.025,0.10959939531368097
2010-07-01,La Palma,38.91,19.74,0.5073245952197378,7,3,0,14.68,19.28,24.33,16.143333333333334,19.145833333333332,-0.18865598027127004
2010-08-01,La Palma,41.51,22.86,0.5507106721271983,8,3,1,19.74,14.47,27.77,16.296666666666667,18.763333333333335,-0.17680950666186532
2010-09-01,La Palma,34.22,18.24,0.5330216247808299,9,3,1,22.86,14.68,16.95,19.093333333333334,18.354166666666668,0.07610619469026544
2010-10-01,La Palma,31.32,12.99,0.4147509578544061,10,4,0,18.24,19.74,14.08,20.28,18.46166666666667,-0.07741477272727272
2010-11-01,La Palma,43.63,22.52,0.5161586064634426,11,4,1,12.99,22.86,20.76,18.03,18.370833333333334,0.08477842003853554
2010-12-01,La Palma,46.55,20.56,0.4416756176154672,12,4,0,22.52,18.24,22.45,17.916666666666668,18.517500000000002,-0.08418708240534524
2011-01-01,La Palma,50.11,23.94,0.4777489523049292,1,1,1,20.56,12.99,16.97,18.69,18.36,0.4107248084855629
2011-02-01,La Palma,48.63,27.17,0.5587086160806087,2,1,1,23.94,22.52,19.77,22.340000000000003,18.940833333333334,0.37430450177035923
2011-03-01,La Palma,48.71,27.48,0.5641552042701704,3,1,1,27.17,20.56,18.24,23.89,19.5575,0.5065789473684212
2011-04-01,La Palma,43.82,23.31,0.5319488817891374,4,2,0,27.48,23.94,19.28,26.19666666666667,20.3275,0.20902489626556003
2011-05-01,La Palma,38.23,9.48,0.2479727962333246,5,2,0,23.31,27.17,14.47,25.986666666666668,20.663333333333334,-0.34485141672425706
2011-06-01,La Palma,36.76,8.55,0.2325897714907508,6,2,0,9.48,27.48,14.68,20.09,20.2475,-0.4175749318801089
2011-07-01,La Palma,48.4,13.5,0.2789256198347107,7,3,0,8.55,23.31,19.74,13.78,19.736666666666668,-0.31610942249240115
2011-08-01,La Palma,60.9,18.09,0.2970443349753695,8,3,1,13.5,9.48,22.86,10.51,19.21666666666667,-0.20866141732283464
2011-09-01,La Palma,37.98,11.84,0.3117430226434966,9,3,1,18.09,8.55,18.24,13.38,18.819166666666668,-0.35087719298245607
2011-10-01,La Palma,38.23,10.55,0.2759612869474235,10,4,0,11.84,13.5,12.99,14.476666666666667,18.285833333333333,-0.18783679753656654
2011-11-01,La Palma,49.11,26.32,0.5359397271431481,11,4,1,10.55,18.09,22.52,13.493333333333334,18.0825,0.1687388987566608
2011-12-01,La Palma,51.78,15.04,0.2904596369254538,12,4,0,26.32,11.84,20.56,16.236666666666668,18.399166666666666,-0.26848249027237353
2012-01-01,La Palma,40.36,13.66,0.3384539147670961,1,1,1,15.04,10.55,23.94,17.303333333333335,17.93916666666667,-0.42940685045948207
2012-02-01,La Palma,50.01,12.95,0.2589482103579284,2,1,1,13.66,26.32,27.17,18.34,17.0825,-0.5233713654766287
2012-03-01,La Palma,49.12,24.54,0.4995928338762215,3,1,1,12.95,15.04,27.48,13.883333333333333,15.897499999999999,-0.10698689956331882
2012-04-01,La Palma,35.99,14.76,0.4101139205334815,4,2,0,24.54,13.66,23.31,17.05,15.652499999999998,-0.3667953667953668
2012-05-01,La Palma,33.0,7.62,0.2309090909090909,5,2,0,14.76,12.95,9.48,17.416666666666664,14.94,-0.19620253164556964
2012-06-01,La Palma,32.56,7.5,0.2303439803439803,6,2,0,7.62,24.54,8.55,15.64,14.785000000000002,-0.12280701754385973
2012-07-01,La Palma,36.11,9.61,0.2661312655774023,7,3,0,7.5,14.76,13.5,9.959999999999999,14.6975,-0.2881481481481482
2012-08-01,La Palma,43.77,12.55,0.286726068083162,8,3,1,9.61,7.62,18.09,8.243333333333332,14.373333333333333,-0.30624654505251514
2012-09-01,La Palma,36.31,10.1,0.2781602864224731,9,3,1,12.55,7.5,11.84,9.886666666666665,13.911666666666667,-0.14695945945945948
2012-10-01,La Palma,34.1,14.65,0.4296187683284457,10,4,0,10.1,9.61,10.55,10.753333333333332,13.766666666666667,0.38862559241706157
2012-11-01,La Palma,40.55,13.17,0.3247842170160296,11,4,1,14.65,12.55,26.32,12.433333333333332,14.108333333333334,-0.49962006079027355
2012-12-01,La Palma,46.09,13.27,0.287914949012801,12,4,0,13.17,10.1,15.04,12.64,13.012500000000001,-0.11768617021276594
2013-01-01,La Palma,39.73,19.16,0.4822552227535867,1,1,1,13.27,14.65,13.66,13.696666666666665,12.865,0.40263543191800877
2013-02-01,La Palma,43.49,13.64,0.3136353184640147,2,1,1,19.16,13.17,12.95,15.199999999999998,13.323333333333332,0.053281853281853385
2013-03-01,La Palma,39.54,12.14,0.3070308548305513,3,1,1,13.64,13.27,24.54,15.356666666666664,13.380833333333333,-0.5052974735126324
2013-04-01,La Palma,43.38,15.28,0.3522360534808667,4,2,0,12.14,19.16,14.76,14.979999999999999,12.347500000000002,0.035230352303523005
2013-05-01,La Palma,35.31,11.49,0.3254035683942226,5,2,0,15.28,13.64,7.62,13.686666666666666,12.390833333333333,0.5078740157480315
2013-06-01,La Palma,34.32,8.51,0.2479603729603729,6,2,0,11.49,12.14,7.5,12.969999999999999,12.713333333333331,0.13466666666666663
2013-07-01,La Palma,35.47,7.52,0.2120101494220468,7,3,0,8.51,15.28,9.61,11.759999999999998,12.7975,-0.21748178980228927
2013-08-01,La Palma,44.02,18.7,0.42480690595184,8,3,1,7.52,11.49,12.55,9.173333333333332,12.623333333333333,0.49003984063745004
2013-09-01,La Palma,36.62,7.99,0.2181867831785909,9,3,1,18.7,8.51,10.1,11.576666666666663,13.135833333333332,-0.20891089108910887
2013-10-01,La Palma,38.39,13.91,0.3623339411305027,10,4,0,7.99,7.52,14.65,11.40333333333333,12.959999999999999,-0.05051194539249148
2013-11-01,La Palma,44.08,20.53,0.4657441016333938,11,4,1,13.91,18.7,13.17,13.533333333333331,12.898333333333333,0.5588458618071376
2013-12-01,La Palma,44.54,20.09,0.4510552312528065,12,4,0,20.53,7.99,13.27,14.143333333333333,13.511666666666665,0.5139412207987943
2014-01-01,La Palma,41.75,23.47,0.5621556886227544,1,1,1,20.09,13.91,19.16,18.176666666666666,14.079999999999998,0.22494780793319408
2014-02-01,La Palma,41.24,21.31,0.5167313288069835,2,1,1,23.47,20.53,13.64,21.363333333333333,14.439166666666665,0.5623167155425218
2014-03-01,La Palma,45.8,22.8,0.4978165938864629,3,1,1,21.31,20.09,12.14,21.623333333333335,15.078333333333333,0.8780889621087314
2014-04-01,La Palma,37.16,9.92,0.2669537136706136,4,2,0,22.8,23.47,15.28,22.526666666666667,15.966666666666667,-0.3507853403141361
2014-05-01,La Palma,33.19,15.93,0.4799638445314854,5,2,0,9.92,21.31,11.49,18.009999999999998,15.519999999999998,0.3864229765013054
2014-06-01,La Palma,32.72,13.98,0.4272616136919315,6,2,0,15.93,22.8,8.51,16.216666666666665,15.89,0.6427732079905993
2014-07-01,La Palma,37.53,8.97,0.2390087929656275,7,3,0,13.98,9.92,7.52,13.276666666666666,16.34583333333333,0.19281914893617036
2014-08-01,La Palma,46.25,19.72,0.4263783783783783,8,3,1,8.97,15.93,18.7,12.959999999999999,16.46666666666667,0.05454545454545452
2014-09-01,La Palma,40.08,15.72,0.3922155688622755,9,3,1,19.72,13.98,7.99,14.223333333333334,16.551666666666666,0.967459324155194
2014-10-01,La Palma,35.45,15.34,0.432722143864598,10,4,0,15.72,8.97,13.91,14.803333333333335,17.195833333333336,0.10280373831775699
2014-11-01,La Palma,38.85,22.46,0.5781209781209781,11,4,1,15.34,19.72,20.53,16.926666666666666,17.314999999999998,0.09400876765708717
2014-12-01,La Palma,39.42,19.48,0.4941653982749873,12,4,0,22.46,15.72,20.09,17.84,17.475833333333334,-0.03036336485813835
2015-01-01,La Palma,41.74,23.57,0.5646861523718255,1,1,1,19.48,15.34,23.47,19.093333333333334,17.425,0.00426075841499793
2015-02-01,La Palma,43.6,25.83,0.5924311926605504,2,1,1,23.57,22.46,21.31,21.836666666666662,17.433333333333334,0.21210699202252462
2015-03-01,La Palma,42.37,23.89,0.5638423412792071,3,1,1,25.83,19.48,22.8,22.959999999999997,17.81,0.04780701754385964
2015-04-01,La Palma,37.28,22.77,0.610783261802575,4,2,0,23.89,23.57,9.92,24.429999999999996,17.900833333333335,1.2953629032258065
2015-05-01,La Palma,36.57,20.06,0.5485370522286026,5,2,0,22.77,25.83,15.93,24.16333333333333,18.971666666666668,0.2592592592592592
2015-06-01,La Palma,37.45,20.61,0.5503337783711615,6,2,0,20.06,23.89,13.98,22.24,19.315833333333334,0.47424892703862653
2015-07-01,La Palma,42.18,23.57,0.5587956377430062,7,3,0,20.61,22.77,8.97,21.146666666666665,19.868333333333336,1.6276477146042363
2015-08-01,La Palma,42.07,25.16,0.5980508676016163,8,3,1,23.57,20.06,19.72,21.41333333333333,21.084999999999997,0.27586206896551735
2015-09-01,La Palma,38.45,20.98,0.5456436931079324,9,3,1,25.16,20.61,15.72,23.11333333333333,21.538333333333338,0.33460559796437656
2015-10-01,La Palma,38.99,20.27,0.5198768915106438,10,4,0,20.98,23.57,15.34,23.236666666666665,21.976666666666663,0.3213820078226858
2015-11-01,La Palma,44.24,27.69,0.6259041591320073,11,4,1,20.27,25.16,22.46,22.136666666666667,22.387500000000003,0.23285841495992876
2015-12-01,La Palma,44.77,25.26,0.5642171096716552,12,4,0,27.69,20.98,19.48,22.98,22.823333333333334,0.2967145790554415
2016-01-01,La Palma,40.44,25.58,0.6325420375865479,1,1,1,25.26,20.27,23.57,24.406666666666666,23.304999999999996,0.0852778956300381
2016-02-01,La Palma,43.68,29.26,0.6698717948717949,2,1,1,25.58,27.69,25.83,26.176666666666666,23.4725,0.13279132791327927
2016-03-01,La Palma,41.93,32.98,0.7865490102551872,3,1,1,29.26,25.26,23.89,26.7,23.758333333333336,0.38049393051485964
2016-04-01,La Palma,37.85,27.7,0.7318361955085865,4,2,0,32.98,25.58,22.77,29.27333333333333,24.515833333333337,0.21651295564339043
2016-05-01,La Palma,36.75,23.03,0.6266666666666667,5,2,0,27.7,29.26,20.06,29.98,24.926666666666666,0.14805583250249266
2016-06-01,La Palma,39.38,24.18,0.6140172676485525,6,2,0,23.03,32.98,20.61,27.903333333333332,25.174166666666665,0.17321688500727803
2016-07-01,La Palma,40.89,31.7,0.7752506725360724,7,3,0,24.18,27.7,23.57,24.97,25.471666666666668,0.3449299957573186
2016-08-01,La Palma,46.38,39.09,0.8428201811125485,8,3,1,31.7,23.03,25.16,26.30333333333333,26.149166666666662,0.5536565977742449
2016-09-01,La Palma,43.55,34.84,0.8000000000000002,9,3,1,39.09,24.18,20.98,31.656666666666666,27.310000000000002,0.6606291706387036
2016-10-01,La Palma,43.15,32.14,0.7448435689455388,10,4,0,34.84,31.7,20.27,35.21,28.465,0.5855944745929946
2016-11-01,La Palma,46.03,42.05,0.91353465131436,11,4,1,32.14,39.09,27.69,35.35666666666667,29.45416666666667,0.5185987721198987
2016-12-01,La Palma,46.23,39.46,0.8535582954791262,12,4,0,42.05,34.84,25.26,36.343333333333334,30.650833333333335,0.56215360253365
2017-01-01,La Palma,47.28,43.66,0.9234348561759728,1,1,1,39.46,32.14,25.58,37.88333333333333,31.834166666666672,0.7068021892103206
2017-02-01,La Palma,50.49,45.64,0.9039413745296098,2,1,1,43.66,42.05,29.26,41.72333333333333,33.34083333333333,0.5598086124401913
2017-03-01,La Palma,49.0,43.09,0.8793877551020409,3,1,1,45.64,39.46,32.98,42.919999999999995,34.70583333333333,0.3065494238932689
2017-04-01,La Palma,45.79,36.14,0.789255295916139,4,2,0,43.09,43.66,27.7,44.129999999999995,35.54833333333334,0.3046931407942239
2017-05-01,La Palma,41.47,25.69,0.6194839643115506,5,2,0,36.14,45.64,23.03,41.623333333333335,36.251666666666665,0.11550151975683891
2017-06-01,La Palma,41.92,26.16,0.6240458015267175,6,2,0,25.69,43.09,24.18,34.973333333333336,36.473333333333336,0.08188585607940449
2017-07-01,La Palma,46.38,32.27,0.6957740405347133,7,3,0,26.16,36.14,31.7,29.330000000000002,36.638333333333335,0.017981072555205167
2017-08-01,La Palma,49.84,38.57,0.773876404494382,8,3,1,32.27,25.69,39.09,28.040000000000003,36.685833333333335,-0.0133026349449988
2017-09-01,La Palma,43.9,34.22,0.779498861047836,9,3,1,38.57,26.16,34.84,32.333333333333336,36.6425,-0.017795637198622403
2017-10-01,La Palma,43.96,31.65,0.7199727024567788,10,4,0,34.22,32.27,32.14,35.02,36.590833333333336,-0.01524579962663354
2017-11-01,La Palma,47.68,42.39,0.8890520134228188,11,4,1,31.65,38.57,42.05,34.81333333333333,36.550000000000004,0.00808561236623076
2017-12-01,La Palma,46.19,34.16,0.7395540160207836,12,4,0,42.39,34.22,39.46,36.086666666666666,36.57833333333333,-0.13431322858590988
2018-01-01,La Palma,48.91,42.84,0.8758945001022287,1,1,1,34.16,31.65,43.66,36.06666666666666,36.13666666666666,-0.01878149335776439
2018-02-01,La Palma,51.16,44.25,0.8649335418295544,2,1,1,42.84,42.39,45.64,39.79666666666667,36.068333333333335,-0.03045574057843998
2018-03-01,La Palma,49.82,43.5,0.8731433159373746,3,1,1,44.25,34.16,43.09,40.416666666666664,35.9525,0.00951496867022503
2018-04-01,La Palma,44.83,31.18,0.6955163952710239,4,2,0,43.5,42.84,36.14,43.53,35.986666666666665,-0.13724405091311567
2018-05-01,La Palma,43.32,24.65,0.5690212373037857,5,2,0,31.18,44.25,25.69,39.64333333333334,35.57333333333333,-0.040482678084858024
2018-06-01,La Palma,42.86,29.94,0.6985534297713486,6,2,0,24.65,43.5,26.16,33.11,35.48666666666667,0.14449541284403675
2018-07-01,La Palma,44.7,36.57,0.8181208053691275,7,3,0,29.94,31.18,32.27,28.59,35.80166666666667,0.13325069724202035
2018-08-01,La Palma,49.65,43.24,0.870896273917422,8,3,1,36.57,24.65,38.57,30.386666666666667,36.160000000000004,0.12107855846512838
2018-09-01,La Palma,45.58,37.19,0.8159280386134269,9,3,1,43.24,29.94,34.22,36.583333333333336,36.54916666666667,0.086791350087668
2018-10-01,La Palma,44.08,27.03,0.6132032667876589,10,4,0,37.19,36.57,31.65,39.0,36.79666666666667,-0.14597156398104258
2018-11-01,La Palma,48.79,38.73,0.7938102070096331,11,4,1,27.03,43.24,42.39,35.82,36.41166666666667,-0.08634111818825203
2018-12-01,La Palma,55.05,36.82,0.6688465031789282,12,4,0,38.73,37.19,34.16,34.31666666666666,36.10666666666667,0.07786885245901651
2019-01-01,La Palma,54.29,41.33,0.7612820040523116,1,1,1,36.82,27.03,42.84,34.193333333333335,36.32833333333333,-0.03524743230625595
2019-02-01,La Palma,57.95,45.27,0.781190681622088,2,1,1,41.33,38.73,44.25,38.96,36.2025,0.02305084745762719
2019-03-01,La Palma,60.7,51.39,0.8466227347611203,3,1,1,45.27,36.82,43.5,41.14000000000001,36.2875,0.1813793103448276
2019-04-01,La Palma,52.46,37.35,0.7119710255432711,4,2,0,51.39,41.33,31.18,45.99666666666667,36.945,0.1978832584990379
2019-05-01,La Palma,48.44,27.82,0.574318744838976,5,2,0,37.35,45.27,24.65,44.669999999999995,37.45916666666667,0.12860040567951325
2019-06-01,La Palma,49.08,31.06,0.6328443357783211,6,2,0,27.82,51.39,29.94,38.85333333333333,37.72333333333333,0.03740814963259844
2019-07-01,La Palma,55.86,37.66,0.6741854636591478,7,3,0,31.06,37.35,36.57,32.07666666666667,37.81666666666666,0.029805851791085487
2019-08-01,La Palma,61.9,45.8,0.739903069466882,8,3,1,37.66,27.82,43.24,32.18,37.9075,0.05920444033302486
2019-09-01,La Palma,51.84,37.47,0.7228009259259258,9,3,1,45.8,31.06,37.19,38.17333333333334,38.12083333333333,0.007528905619790297
2019-10-01,La Palma,51.64,33.15,0.6419442292796281,10,4,0,37.47,37.66,27.03,40.31,38.14416666666666,0.22641509433962254
2019-11-01,La Palma,56.86,47.34,0.8325712275765038,11,4,1,33.15,45.8,38.73,38.806666666666665,38.65416666666667,0.2223082881487221
2019-12-01,La Palma,57.06,41.96,0.735366281107606,12,4,0,47.34,37.47,36.82,39.32,39.37166666666666,0.13959804454101032
2020-01-01,La Palma,54.79,40.66,0.7421062237634605,1,1,1,41.96,33.15,41.33,40.81666666666667,39.800000000000004,-0.01621098475683527
2020-02-01,La Palma,61.79,48.89,0.7912283541026056,2,1,1,40.66,47.34,45.27,43.32,39.744166666666665,0.07996465650541192
2020-03-01,La Palma,60.75,23.45,0.3860082304526749,3,1,1,48.89,41.96,51.39,43.836666666666666,40.04583333333333,-0.5436855419342285
2020-07-01,La Palma,56.18,9.05,0.1610893556425774,7,3,0,23.45,40.66,37.35,37.666666666666664,37.717499999999994,-0.7576974564926372
2020-08-01,La Palma,81.8,54.25,0.6632029339853301,8,3,1,9.05,48.89,27.82,27.130000000000006,35.35916666666667,0.9500359453630481
2020-09-01,La Palma,68.03,34.55,0.5078641775687196,9,3,1,54.25,23.45,31.06,28.916666666666668,37.56166666666667,0.11236316806181579
2020-10-01,La Palma,64.04,21.0,0.3279200499687695,10,4,0,34.55,9.05,37.66,32.61666666666667,37.8525,-0.44237918215613375
2020-11-01,La Palma,66.52,15.75,0.2367708959711365,11,4,1,21.0,54.25,45.8,36.6,36.464166666666664,-0.6561135371179039
2020-12-01,La Palma,68.47,20.33,0.2969183584051409,12,4,0,15.75,34.55,37.47,23.76666666666667,33.96,-0.4574326127568722
2021-01-01,La Palma,58.16,13.05,0.2243810178817056,1,1,1,20.33,21.0,33.15,19.026666666666667,32.531666666666666,-0.6063348416289592
2021-02-01,La Palma,59.33,10.99,0.1852351255688522,2,1,1,13.05,15.75,47.34,16.37666666666667,30.856666666666666,-0.7678495986480777
2021-03-01,La Palma,63.11,14.73,0.2334019965140231,3,1,1,10.99,20.33,41.96,14.790000000000001,27.8275,-0.6489513822688274
2021-04-01,La Palma,61.84,15.28,0.2470892626131953,4,2,0,14.73,13.05,40.66,12.923333333333337,25.558333333333337,-0.6242006886374815
2021-05-01,La Palma,61.8,17.89,0.2894822006472492,5,2,0,15.28,10.99,48.89,13.66666666666667,23.44333333333333,-0.6340764982614031
2021-06-01,La Palma,66.69,18.1,0.2714050082471135,6,2,0,17.89,14.73,23.45,15.966666666666669,20.860000000000003,-0.2281449893390191
2021-07-01,La Palma,91.4,39.16,0.4284463894967176,7,3,0,18.1,15.28,9.05,17.090000000000003,20.414166666666667,3.327071823204419
2021-08-01,La Palma,85.96,58.31,0.6783387622149838,8,3,1,39.16,17.89,54.25,25.05,22.923333333333336,0.0748387096774194
2021-09-01,La Palma,84.27,43.55,0.5167912661682686,9,3,1,58.31,18.1,34.55,38.52333333333333,23.261666666666667,0.2604920405209841
2021-10-01,La Palma,70.97,23.86,0.3361983936874735,10,4,0,43.55,39.16,21.0,47.00666666666666,24.011666666666667,0.13619047619047617
2021-11-01,La Palma,67.42,24.77,0.3673983981014536,11,4,1,23.86,58.31,15.75,41.906666666666666,24.25,0.5726984126984127
2021-12-01,La Palma,72.05,24.58,0.3411519777931991,12,4,0,24.77,43.55,20.33,30.726666666666663,25.001666666666665,0.2090506640432858
2022-01-01,La Palma,61.29,15.7,0.2561592429433839,1,1,1,24.58,23.86,13.05,24.403333333333336,25.355833333333337,0.20306513409961674
2022-02-01,La Palma,66.56,20.22,0.3037860576923076,2,1,1,15.7,24.77,10.99,21.683333333333337,25.576666666666668,0.8398544131028206
2022-03-01,La Palma,66.98,29.28,0.4371454165422514,3,1,1,20.22,24.58,14.73,20.166666666666668,26.34583333333333,0.9877800407331976
2022-04-01,La Palma,63.35,33.83,0.5340173638516179,4,2,0,29.28,15.7,15.28,21.733333333333334,27.558333333333334,1.214005235602094
2022-05-01,La Palma,64.47,32.06,0.49728555917481,5,2,0,33.83,20.22,17.89,27.77666666666667,29.104166666666668,0.792062604807155
2022-06-01,La Palma,66.66,36.79,0.551905190519052,6,2,0,32.06,29.28,18.1,31.72333333333334,30.285,1.0325966850828727
2022-07-01,La Palma,73.01,47.26,0.647308587864676,7,3,0,36.79,33.83,39.16,34.22666666666667,31.8425,0.2068437180796732
