fecha,isla,adr_eur,revpar_eur,grado_ocupacion,month,quarter,is_high_season,revpar_eur_lag_1,revpar_eur_lag_3,revpar_eur_lag_12,revpar_eur_rolling_mean_3,revpar_eur_rolling_mean_12,revpar_eur_yoy_growth
2024-03-01,Fuerteventura,115.44,101.05,0.8753465003465003,3,1,1,92.98,91.64,82.41,88.56666666666666,83.80499999999999,0.22618614245843952
2024-04-01,Fuerteventura,103.07,76.94,0.746482972736975,4,2,0,101.05,81.08,71.86,91.70333333333333,85.35833333333333,0.0706930141942666
2024-05-01,Fuerteventura,95.65,67.92,0.7100888656560376,5,2,0,76.94,92.98,60.87,90.32333333333334,85.78166666666665,0.1158206012814195
2024-06-01,Fuerteventura,98.44,75.88,0.7708248679398618,6,2,0,67.92,101.05,68.88,81.96999999999998,86.36916666666667,0.10162601626016261
2024-07-01,Fuerteventura,115.09,90.29,0.784516465374924,7,3,0,75.88,76.94,82.38,73.58,86.9525,0.09601845108035945
2024-08-01,Fuerteventura,124.32,104.9,0.8437902187902189,8,3,1,90.29,67.92,96.56,78.03,87.61166666666666,0.08637116818558413
2024-09-01,Fuerteventura,112.71,101.04,0.8964599414426405,9,3,1,104.9,75.88,92.46,90.35666666666668,88.30666666666667,0.09279688513951993
2024-10-01,Fuerteventura,121.13,100.67,0.8310905638570132,10,4,0,101.04,90.29,90.4,98.74333333333334,89.02166666666666,0.11360619469026544
2024-11-01,Fuerteventura,117.5,106.09,0.9028936170212766,11,4,1,100.67,104.9,94.14,102.20333333333333,89.8775,0.12693860208200555
2024-12-01,Fuerteventura,122.03,102.39,0.8390559698434811,12,4,0,106.09,101.04,91.64,102.60000000000001,90.87333333333333,0.11730685290266259
2025-01-01,Fuerteventura,113.33,97.81,0.8630547957292862,1,1,1,102.39,100.67,81.08,103.05,91.76916666666666,0.20633941785890483
2025-02-01,Fuerteventura,114.44,101.73,0.8889374344634744,2,1,1,97.81,106.09,92.98,102.09666666666668,93.16333333333334,0.09410625941062593
2025-03-01,Fuerteventura,117.99,106.86,0.905669972031528,3,1,1,101.73,102.39,101.05,100.64333333333333,93.8925,0.05749628896585851
2025-04-01,Fuerteventura,118.45,91.52,0.772646686365555,4,2,0,106.86,97.81,76.94,102.13333333333334,94.37666666666667,0.18949831037171821
2025-05-01,Fuerteventura,98.75,69.39,0.7026835443037974,5,2,0,91.52,101.73,67.92,100.03666666666668,95.59166666666665,0.021643109540636026
2025-06-01,Fuerteventura,104.29,83.09,0.7967206827116694,6,2,0,69.39,106.86,75.88,89.25666666666666,95.71416666666666,0.09501845018450196
2025-07-01,Fuerteventura,129.22,107.88,0.8348552855595108,7,3,0,83.09,91.52,90.29,81.33333333333333,96.315,0.19481670173884139
2025-08-01,Fuerteventura,134.62,116.65,0.8665131481206358,8,3,1,107.88,69.39,104.9,86.78666666666668,97.78083333333335,0.11201143946615824
2025-09-01,Fuerteventura,119.16,106.33,0.8923296408190668,9,3,1,116.65,83.09,101.04,102.54,98.75999999999999,0.052355502771179646
2025-10-01,Fuerteventura,128.84,106.52,0.8267618751940391,10,4,0,106.33,107.88,100.67,110.28666666666668,99.20083333333334,0.058110658587463934
2025-11-01,Fuerteventura,128.18,111.71,0.8715088157278825,11,4,1,106.52,116.65,106.09,109.83333333333333,99.68833333333333,0.052973890093316905
2025-12-01,Fuerteventura,130.99,105.07,0.8021222994121687,12,4,0,111.71,106.33,102.39,108.18666666666667,100.15666666666668,0.026174431096786722
2026-01-01,Fuerteventura,119.82,97.72,0.8155566683358372,1,1,1,105.07,106.52,97.81,107.76666666666665,100.38,-0.0009201513137716328
2009-01-01,Gran Canaria,67.64,58.39,0.8632465996451804,1,1,1,,,,,,
2009-02-01,Gran Canaria,73.09,51.88,0.7098098235052674,2,1,1,58.39,,,,,
2009-03-01,Gran Canaria,76.39,58.16,0.7613561984552951,3,1,1,51.88,,,,,
2009-04-01,Gran Canaria,70.99,46.84,0.659811241019862,4,2,0,58.16,58.39,,56.14333333333334,,
2009-05-01,Gran Canaria,60.5,37.89,0.6262809917355372,5,2,0,46.84,51.88,,52.29333333333333,,
2009-06-01,Gran Canaria,60.27,37.79,0.6270117803218848,6,2,0,37.89,58.16,,47.63,,
2009-07-01,Gran Canaria,62.6,40.23,0.6426517571884983,7,3,0,37.79,46.84,,40.84,,
2009-08-01,Gran Canaria,64.75,46.78,0.7224710424710424,8,3,1,40.23,37.89,,38.63666666666666,,
2009-09-01,Gran Canaria,62.74,43.49,0.6931781957284029,9,3,1,46.78,37.79,,41.599999999999994,,
2009-10-01,Gran Canaria,73.04,48.93,0.669906900328587,10,4,0,43.49,40.23,,43.5,,
2009-11-01,Gran Canaria,74.32,56.27,0.7571313240043058,11,4,1,48.93,46.78,,46.400000000000006,,
2009-12-01,Gran Canaria,77.51,59.31,0.76519158818217,12,4,0,56.27,43.49,,49.56333333333333,,
2010-01-01,Gran Canaria,73.23,55.68,0.7603441212617779,1,1,1,59.31,48.93,58.39,54.836666666666666,48.830000000000005,-0.04641205685905122
2010-02-01,Gran Canaria,76.01,60.85,0.8005525588738324,2,1,1,55.68,56.27,51.88,57.086666666666666,48.604166666666664,0.1728989976869699
2010-03-01,Gran Canaria,87.31,69.54,0.7964723399381515,3,1,1,60.85,59.31,58.16,58.61333333333334,49.35166666666667,0.19566712517193965
2010-04-01,Gran Canaria,75.08,48.16,0.6414491209376665,4,2,0,69.54,55.68,46.84,62.02333333333333,50.300000000000004,0.028181041844577138
2010-05-01,Gran Canaria,64.81,42.24,0.651751272951705,5,2,0,48.16,60.85,37.89,59.51666666666667,50.410000000000004,0.11480601741884405
2010-06-01,Gran Canaria,60.64,40.2,0.6629287598944591,6,2,0,42.24,69.54,37.79,53.31333333333333,50.77250000000001,0.06377348504895484
2010-07-01,Gran Canaria,63.72,44.77,0.7026051475204018,7,3,0,40.2,48.16,40.23,43.53333333333333,50.97333333333333,0.11285110613969691
2010-08-01,Gran Canaria,67.06,52.34,0.7804950790337012,8,3,1,44.77,42.24,46.78,42.403333333333336,51.35166666666667,0.11885421120136815
2010-09-01,Gran Canaria,63.4,44.6,0.7034700315457414,9,3,1,52.34,40.2,43.49,45.77,51.815,0.025523108760634614
2010-10-01,Gran Canaria,66.98,48.43,0.7230516572111078,10,4,0,44.6,44.77,48.93,47.23666666666667,51.9075,-0.010218679746576743
2010-11-01,Gran Canaria,77.56,64.47,0.8312274368231046,11,4,1,48.43,52.34,56.27,48.45666666666667,51.865833333333335,0.14572596410165267
2010-12-01,Gran Canaria,78.52,58.47,0.7446510443199185,12,4,0,64.47,44.6,59.31,52.5,52.54916666666667,-0.014162873039959592
2011-01-01,Gran Canaria,74.96,62.84,0.8383137673425828,1,1,1,58.47,48.43,55.68,57.123333333333335,52.479166666666664,0.12859195402298856
2011-02-01,Gran Canaria,79.17,74.08,0.9357079701907288,2,1,1,62.84,64.47,60.85,61.92666666666667,53.07583333333334,0.21741988496302378
2011-03-01,Gran Canaria,80.54,71.19,0.8839086168363545,3,1,1,74.08,58.47,69.54,65.13,54.178333333333335,0.023727351164797114
2011-04-01,Gran Canaria,81.09,58.45,0.7208040448883957,4,2,0,71.19,62.84,48.16,69.37,54.31583333333334,0.21366279069767458
2011-05-01,Gran Canaria,67.68,43.57,0.6437647754137116,5,2,0,58.45,74.08,42.24,67.90666666666667,55.173333333333325,0.03148674242424238
2011-06-01,Gran Canaria,64.4,43.79,0.6799689440993788,6,2,0,43.57,71.19,40.2,57.73666666666666,55.284166666666664,0.08930348258706458
2011-07-01,Gran Canaria,67.09,50.42,0.7515277984796542,7,3,0,43.79,58.45,44.77,48.60333333333333,55.583333333333336,0.12620058074603524
2011-08-01,Gran Canaria,73.69,60.2,0.8169358121861854,8,3,1,50.42,43.57,52.34,45.92666666666667,56.054166666666674,0.15017195261750094
2011-09-01,Gran Canaria,72.11,56.12,0.7782554430730828,9,3,1,60.2,43.79,44.6,51.470000000000006,56.70916666666667,0.25829596412556044
2011-10-01,Gran Canaria,73.89,57.41,0.7769657599133847,10,4,0,56.12,50.42,48.43,55.580000000000005,57.66916666666666,0.18542225893041497
2011-11-01,Gran Canaria,79.35,69.32,0.8735979836168872,11,4,1,57.41,60.2,64.47,57.91,58.4175,0.07522878858383736
2011-12-01,Gran Canaria,85.47,67.82,0.7934947934947935,12,4,0,69.32,56.12,58.47,60.94999999999999,58.821666666666665,0.159911065503677
2012-01-01,Gran Canaria,83.82,74.53,0.8891672631830113,1,1,1,67.82,57.41,62.84,64.84999999999998,59.600833333333334,0.1860280076384468
2012-02-01,Gran Canaria,86.49,74.91,0.8661116892126257,2,1,1,74.53,69.32,74.08,70.55666666666666,60.574999999999996,0.011204103671706241
2012-03-01,Gran Canaria,85.71,71.14,0.8300081670750205,3,1,1,74.91,67.82,71.19,72.42,60.64416666666667,-0.000702345835089158
2012-04-01,Gran Canaria,79.35,51.82,0.6530560806553246,4,2,0,71.14,74.53,58.45,73.52666666666666,60.63999999999999,-0.11343028229255778
2012-05-01,Gran Canaria,71.98,47.95,0.6661572659071965,5,2,0,51.82,74.91,43.57,65.95666666666666,60.087500000000006,0.10052788616020203
2012-06-01,Gran Canaria,69.44,47.12,0.6785714285714286,6,2,0,47.95,71.14,43.79,56.97,60.45249999999999,0.0760447590774149
2012-07-01,Gran Canaria,74.47,54.79,0.7357325097354639,7,3,0,47.12,51.82,50.42,48.96333333333333,60.73,0.08667195557318519
2012-08-01,Gran Canaria,75.62,58.45,0.7729436656969055,8,3,1,54.79,47.95,60.2,49.953333333333326,61.094166666666666,-0.029069767441860465
2012-09-01,Gran Canaria,72.97,54.13,0.7418117034397698,9,3,1,58.45,47.12,56.12,53.453333333333326,60.94833333333333,-0.03545972915181744
2012-10-01,Gran Canaria,74.64,56.67,0.7592443729903537,10,4,0,54.13,54.79,57.41,55.79,60.7825,-0.012889740463333826
2012-11-01,Gran Canaria,81.78,69.19,0.8460503790657862,11,4,1,56.67,58.45,69.32,56.416666666666664,60.72083333333334,-0.001875360646278065
2012-12-01,Gran Canaria,90.05,67.66,0.7513603553581344,12,4,0,69.19,54.13,67.82,59.99666666666666,60.71,-0.002359186080802073
2013-01-01,Gran Canaria,82.14,68.18,0.830046262478695,1,1,1,67.66,56.67,74.53,64.50666666666666,60.696666666666665,-0.08520059036629538
2013-02-01,Gran Canaria,85.36,72.06,0.8441893158388004,2,1,1,68.18,69.19,74.91,68.34333333333332,60.1675,-0.038045654785742816
2013-03-01,Gran Canaria,92.58,77.08,0.8325772305033484,3,1,1,72.06,67.66,71.14,69.3,59.93,0.0834973292100084
2013-04-01,Gran Canaria,84.6,55.6,0.657210401891253,4,2,0,77.08,68.18,51.82,72.44,60.425000000000004,0.07294480895407181
2013-05-01,Gran Canaria,78.48,52.36,0.6671763506625892,5,2,0,55.6,72.06,47.95,68.24666666666667,60.74,0.09197080291970795
2013-06-01,Gran Canaria,78.01,54.4,0.6973464940392257,6,2,0,52.36,77.08,47.12,61.68,61.10750000000001,0.1544991511035654
2013-07-01,Gran Canaria,79.95,58.69,0.7340838023764853,7,3,0,54.4,55.6,54.79,54.12,61.71416666666667,0.0711808724219748
2013-08-01,Gran Canaria,80.48,62.94,0.7820576540755466,8,3,1,58.69,52.36,58.45,55.15,62.03916666666666,0.07681779298545756
2013-09-01,Gran Canaria,78.62,60.54,0.7700330704655304,9,3,1,62.94,54.4,54.13,58.676666666666655,62.413333333333334,0.1184186218363199
2013-10-01,Gran Canaria,83.46,67.66,0.8106877546129883,10,4,0,60.54,58.69,56.67,60.72333333333333,62.9475,0.19392976883712712
2013-11-01,Gran Canaria,87.76,77.0,0.8773928896991795,11,4,1,67.66,62.94,69.19,63.71333333333333,63.86333333333332,0.11287758346581879
2013-12-01,Gran Canaria,88.37,72.3,0.8181509562068574,12,4,0,77.0,60.54,67.66,68.39999999999999,64.51416666666667,0.06857818504286138
2014-01-01,Gran Canaria,90.89,81.7,0.8988887666409946,1,1,1,72.3,67.66,68.18,72.32,64.90083333333334,0.19829862129656783
2014-02-01,Gran Canaria,90.75,80.23,0.884077134986226,2,1,1,81.7,77.0,72.06,77.0,66.02749999999999,0.11337774077157926
2014-03-01,Gran Canaria,92.05,80.13,0.8705051602390005,3,1,1,80.23,72.3,77.08,78.07666666666667,66.70833333333333,0.03956927867151008
2014-04-01,Gran Canaria,89.09,62.7,0.703782691660119,4,2,0,80.13,81.7,55.6,80.68666666666667,66.96249999999999,0.12769784172661872
2014-05-01,Gran Canaria,78.08,51.52,0.6598360655737705,5,2,0,62.7,80.23,52.36,74.35333333333334,67.55416666666666,-0.01604278074866303
2014-06-01,Gran Canaria,74.57,51.49,0.6904921550221269,6,2,0,51.52,80.13,54.4,64.78333333333333,67.48416666666667,-0.05349264705882347
2014-07-01,Gran Canaria,80.32,59.43,0.7399153386454184,7,3,0,51.49,62.7,58.69,55.23666666666667,67.24166666666666,0.012608621570966127
2014-08-01,Gran Canaria,79.33,66.97,0.8441951342493382,8,3,1,59.43,51.52,62.94,54.14666666666667,67.30333333333334,0.06402923419129332
2014-09-01,Gran Canaria,80.04,63.01,0.787231384307846,9,3,1,66.97,51.49,60.54,59.29666666666666,67.63916666666667,0.04079947142385198
2014-10-01,Gran Canaria,86.14,69.63,0.8083352681680984,10,4,0,63.01,59.43,67.66,63.13666666666666,67.845,0.029116169080697592
2014-11-01,Gran Canaria,95.45,85.13,0.8918805657412257,11,4,1,69.63,66.97,77.0,66.53666666666666,68.00916666666667,0.10558441558441553
2014-12-01,Gran Canaria,94.64,76.66,0.8100169061707523,12,4,0,85.13,63.01,72.3,72.58999999999999,68.68666666666665,0.0603042876901798
2015-01-01,Gran Canaria,95.76,84.01,0.877297410192147,1,1,1,76.66,69.63,81.7,77.14,69.05,0.028274173806609574
2015-02-01,Gran Canaria,96.36,85.94,0.8918638439186384,2,1,1,84.01,85.13,80.23,81.93333333333334,69.24249999999999,0.07117038514271462
2015-03-01,Gran Canaria,96.62,82.34,0.8522045125232871,3,1,1,85.94,76.66,80.13,82.20333333333333,69.71833333333333,0.027580182203918734
2015-04-01,Gran Canaria,89.05,62.14,0.6978102189781022,4,2,0,82.34,84.01,62.7,84.09666666666668,69.9025,-0.008931419457735283
2015-05-01,Gran Canaria,80.0,53.91,0.673875,5,2,0,62.14,85.94,51.52,76.80666666666667,69.85583333333334,0.0463897515527949
2015-06-01,Gran Canaria,79.71,57.19,0.7174758499560908,6,2,0,53.91,82.34,51.49,66.13000000000001,70.05499999999999,0.11070110701107003
2015-07-01,Gran Canaria,84.58,65.77,0.7776069992906124,7,3,0,57.19,62.14,59.43,57.74666666666667,70.53,0.10668012788154124
2015-08-01,Gran Canaria,84.79,70.0,0.8255690529543578,8,3,1,65.77,53.91,66.97,58.95666666666667,71.05833333333332,0.04524413916679112
2015-09-01,Gran Canaria,84.29,68.92,0.8176533396606952,9,3,1,70.0,57.19,63.01,64.32,71.31083333333333,0.09379463577209973
2015-10-01,Gran Canaria,86.49,71.44,0.8259914440975835,10,4,0,68.92,65.77,69.63,68.23,71.80333333333333,0.02599454258222034
2015-11-01,Gran Canaria,99.1,89.59,0.9040363269424824,11,4,1,71.44,70.0,85.13,70.12,71.95416666666667,0.05239046164689308
2015-12-01,Gran Canaria,102.9,88.26,0.8577259475218659,12,4,0,89.59,68.92,76.66,76.65,72.32583333333334,0.15131750587007578
2016-01-01,Gran Canaria,94.19,85.31,0.9057224758466929,1,1,1,88.26,71.44,84.01,83.09666666666668,73.2925,0.01547434829186998
2016-02-01,Gran Canaria,101.75,93.95,0.9233415233415234,2,1,1,85.31,89.59,85.94,87.72000000000001,73.40083333333332,0.09320456132185252
2016-03-01,Gran Canaria,101.9,92.66,0.9093228655544652,3,1,1,93.95,88.26,82.34,89.17333333333333,74.06833333333334,0.12533398105416557
2016-04-01,Gran Canaria,93.43,73.02,0.7815476827571443,4,2,0,92.66,85.31,62.14,90.64,74.92833333333333,0.17508850981654323
2016-05-01,Gran Canaria,85.23,67.3,0.7896280652352458,5,2,0,73.02,93.95,53.91,86.54333333333334,75.835,0.24837692450380267
2016-06-01,Gran Canaria,83.77,68.02,0.8119851975647606,6,2,0,67.3,92.66,57.19,77.66,76.95083333333334,0.1893687707641196
2016-07-01,Gran Canaria,88.9,77.41,0.8707536557930258,7,3,0,68.02,73.02,65.77,69.44666666666666,77.85333333333334,0.17698038619431353
2016-08-01,Gran Canaria,92.81,82.54,0.8893438207089753,8,3,1,77.41,67.3,70.0,70.91000000000001,78.82333333333334,0.17914285714285724
2016-09-01,Gran Canaria,88.94,78.19,0.8791319991005172,9,3,1,82.54,68.02,68.92,75.99,79.86833333333333,0.13450377248984324
2016-10-01,Gran Canaria,94.28,83.63,0.8870386084005091,10,4,0,78.19,77.41,71.44,79.38,80.64083333333333,0.17063269876819706
2016-11-01,Gran Canaria,100.31,92.22,0.9193500149536435,11,4,1,83.63,82.54,89.59,81.45333333333333,81.65666666666667,0.029355954905681384
2016-12-01,Gran Canaria,106.13,91.26,0.8598888156035053,12,4,0,92.22,78.19,88.26,84.67999999999999,81.87583333333333,0.03399048266485384
2017-01-01,Gran Canaria,101.16,92.17,0.9111308817714512,1,1,1,91.26,83.63,85.31,89.03666666666668,82.12583333333333,0.08041261282381901
2017-02-01,Gran Canaria,103.4,94.49,0.9138297872340424,2,1,1,92.17,92.22,93.95,91.88333333333333,82.6975,0.005747738158594913
2017-03-01,Gran Canaria,102.86,92.5,0.8992805755395683,3,1,1,94.49,91.26,92.66,92.64,82.74249999999999,-0.001726742931146089
2017-04-01,Gran Canaria,101.52,80.77,0.7956067769897557,4,2,0,92.5,92.17,73.02,93.05333333333334,82.72916666666667,0.10613530539578199
2017-05-01,Gran Canaria,89.44,71.37,0.7979651162790699,5,2,0,80.77,94.49,67.3,89.25333333333333,83.375,0.06047548291233295
2017-06-01,Gran Canaria,80.44,65.62,0.8157633018398808,6,2,0,71.37,92.5,68.02,81.54666666666667,83.71416666666667,-0.03528374007644798
2017-07-01,Gran Canaria,88.49,75.78,0.8563679511809245,7,3,0,65.62,80.77,77.41,72.58666666666666,83.51416666666667,-0.021056711019248102
2017-08-01,Gran Canaria,86.3,76.95,0.891657010428737,8,3,1,75.78,71.37,82.54,70.92333333333333,83.37833333333333,-0.06772473952023265
2017-09-01,Gran Canaria,85.65,75.53,0.8818447168709865,9,3,1,76.95,65.62,78.19,72.78333333333335,82.91250000000001,-0.03401969561324973
2017-10-01,Gran Canaria,92.91,82.44,0.8873103002906039,10,4,0,75.53,75.78,83.63,76.08666666666666,82.69083333333333,-0.014229343537008225
2017-11-01,Gran Canaria,106.48,96.49,0.9061795642374154,11,4,1,82.44,76.95,92.22,78.30666666666667,82.59166666666667,0.04630232053784424
2017-12-01,Gran Canaria,105.51,88.36,0.8374561652923893,12,4,0,96.49,75.53,91.26,84.82000000000001,82.9475,-0.031777339469647226
2018-01-01,Gran Canaria,108.13,96.5,0.8924442800332933,1,1,1,88.36,82.44,92.17,89.09666666666668,82.70583333333333,0.046978409460778976
2018-02-01,Gran Canaria,102.06,91.86,0.9000587889476778,2,1,1,96.5,96.49,94.49,93.78333333333335,83.06666666666666,-0.02783363318869717
2018-03-01,Gran Canaria,105.47,92.88,0.8806295629088841,3,1,1,91.86,88.36,92.5,92.24000000000001,82.8475,0.004108108108108059
2018-04-01,Gran Canaria,94.69,70.86,0.7483366775794699,4,2,0,92.88,96.5,80.77,93.74666666666667,82.87916666666666,-0.12269406958028968
2018-05-01,Gran Canaria,82.5,64.42,0.7808484848484849,5,2,0,70.86,91.86,71.37,85.19999999999999,82.05333333333333,-0.09737985147821217
2018-06-01,Gran Canaria,82.28,66.42,0.8072435585804569,6,2,0,64.42,92.88,65.62,76.05333333333333,81.47416666666668,0.012191405059433056
2018-07-01,Gran Canaria,91.09,74.02,0.8126029201888242,7,3,0,66.42,70.86,75.78,67.23333333333333,81.54083333333334,-0.023225125362892653
2018-08-01,Gran Canaria,94.08,80.17,0.8521471088435374,8,3,1,74.02,64.42,76.95,68.28666666666666,81.39416666666666,0.04184535412605586
2018-09-01,Gran Canaria,85.35,73.22,0.8578793204452256,9,3,1,80.17,66.42,75.53,73.53666666666668,81.6625,-0.030583873957367964
2018-10-01,Gran Canaria,97.46,82.74,0.8489636774061153,10,4,0,73.22,74.02,82.44,75.80333333333333,81.47,0.0036390101892284955
2018-11-01,Gran Canaria,110.63,95.37,0.8620627316279491,11,4,1,82.74,80.17,96.49,78.71,81.49499999999999,-0.011607420458078457
2018-12-01,Gran Canaria,109.45,87.62,0.8005481955230699,12,4,0,95.37,73.22,88.36,83.77666666666666,81.40166666666667,-0.008374830239927512
2019-01-01,Gran Canaria,111.15,94.2,0.8475033738191633,1,1,1,87.62,82.74,96.5,88.57666666666667,81.34,-0.02383419689119168
2019-02-01,Gran Canaria,116.46,97.4,0.8363386570496308,2,1,1,94.2,95.37,91.86,92.39666666666666,81.14833333333334,0.06030916612236018
2019-03-01,Gran Canaria,108.19,90.24,0.8340881782050097,3,1,1,97.4,87.62,92.88,93.07333333333334,81.61,-0.02842377260981913
2019-04-01,Gran Canaria,102.4,72.26,0.7056640625,4,2,0,90.24,94.2,70.86,93.94666666666667,81.39,0.019757267852102817
2019-05-01,Gran Canaria,86.95,65.0,0.7475560667050029,5,2,0,72.26,97.4,64.42,86.63333333333334,81.50666666666667,0.009003415088481811
2019-06-01,Gran Canaria,85.34,66.96,0.7846262010780407,6,2,0,65.0,90.24,66.42,75.83333333333333,81.555,0.008130081300812888
2019-07-01,Gran Canaria,93.78,76.91,0.8201108978460225,7,3,0,66.96,72.26,74.02,68.07333333333334,81.60000000000001,0.039043501756282094
2019-08-01,Gran Canaria,99.19,82.89,0.8356689182377256,8,3,1,76.91,65.0,80.17,69.62333333333332,81.84083333333334,0.0339279032056879
2019-09-01,Gran Canaria,92.02,77.4,0.8411214953271029,9,3,1,82.89,66.96,73.22,75.58666666666666,82.06750000000001,0.057088227260311486
2019-10-01,Gran Canaria,106.08,85.76,0.808446455505279,10,4,0,77.4,76.91,82.74,79.06666666666666,82.41583333333334,0.036499879139473175
2019-11-01,Gran Canaria,113.13,97.9,0.8653761159727748,11,4,1,85.76,82.89,95.37,82.01666666666667,82.6675,0.02652825836216841
2019-12-01,Gran Canaria,115.52,95.78,0.8291204986149585,12,4,0,97.9,77.4,87.62,87.02000000000002,82.87833333333333,0.09312942250627707
2020-01-01,Gran Canaria,110.74,96.12,0.8679790500270905,1,1,1,95.78,85.76,94.2,93.14666666666666,83.55833333333334,0.020382165605095558
2020-02-01,Gran Canaria,111.99,94.56,0.8443611036699706,2,1,1,96.12,97.9,97.4,96.60000000000001,83.71833333333333,-0.029158110882956913
2020-03-01,Gran Canaria,101.72,42.83,0.4210578057412504,3,1,1,94.56,95.78,90.24,95.48666666666668,83.48166666666667,-0.5253767730496454
2020-07-01,Gran Canaria,98.14,32.5,0.3311595679641329,7,3,0,42.83,96.12,72.26,77.83666666666666,79.53083333333333,-0.5502352615554941
2020-08-01,Gran Canaria,91.56,44.52,0.4862385321100917,8,3,1,32.5,94.56,65.0,56.629999999999995,76.2175,-0.31507692307692303
2020-09-01,Gran Canaria,74.74,20.5,0.2742841851752743,9,3,1,44.52,42.83,66.96,39.949999999999996,74.51083333333334,-0.6938470728793309
2020-10-01,Gran Canaria,78.66,20.2,0.2568014238494788,10,4,0,20.5,32.5,76.91,32.50666666666667,70.63916666666667,-0.7373553504095696
2020-11-01,Gran Canaria,94.23,32.74,0.3474477342672185,11,4,1,20.2,44.52,82.89,28.406666666666666,65.91333333333334,-0.6050186994812402
2020-12-01,Gran Canaria,99.93,35.43,0.35454818372861,12,4,0,32.74,20.5,77.4,24.48,61.734166666666674,-0.5422480620155039
2021-01-01,Gran Canaria,97.24,21.81,0.224290415466886,1,1,1,35.43,20.2,85.76,29.456666666666667,58.23666666666667,-0.7456856343283582
2021-02-01,Gran Canaria,93.05,20.35,0.2186996238581408,2,1,1,21.81,32.74,97.9,29.993333333333336,52.907500000000006,-0.7921348314606742
2021-03-01,Gran Canaria,105.1,25.57,0.2432921027592769,3,1,1,20.35,35.43,95.78,25.863333333333333,46.44499999999999,-0.7330340363332638
2021-04-01,Gran Canaria,103.4,29.25,0.2828820116054159,4,2,0,25.57,21.81,96.12,22.576666666666668,40.594166666666666,-0.6956928838951311
2021-05-01,Gran Canaria,90.39,29.54,0.3268060626175462,5,2,0,29.25,20.35,94.56,25.05666666666667,35.02166666666667,-0.687605752961083
2021-06-01,Gran Canaria,95.17,39.38,0.4137858568876747,6,2,0,29.54,25.57,42.83,28.120000000000005,29.603333333333335,-0.08055101564324062
2021-07-01,Gran Canaria,103.34,52.19,0.50503193342365,7,3,0,39.38,29.25,32.5,32.723333333333336,29.31583333333333,0.6058461538461538
2021-08-01,Gran Canaria,114.13,77.14,0.6758959081748883,8,3,1,52.19,29.54,44.52,40.37,30.956666666666667,0.7327044025157231
2021-09-01,Gran Canaria,101.68,68.59,0.674567269866247,9,3,1,77.14,39.38,20.5,56.23666666666667,33.675000000000004,2.3458536585365857
2021-10-01,Gran Canaria,120.83,94.16,0.7792766697012331,10,4,0,68.59,52.19,20.2,65.97333333333333,37.6825,3.661386138613861
2021-11-01,Gran Canaria,131.47,108.21,0.8230775081767703,11,4,1,94.16,77.14,32.74,79.96333333333334,43.84583333333333,2.3051313378130724
2021-12-01,Gran Canaria,129.17,95.09,0.7361616474413565,12,4,0,108.21,68.59,35.43,90.32,50.135,1.6838837143663563
2022-01-01,Gran Canaria,121.99,80.0,0.6557914583162554,1,1,1,95.09,94.16,21.81,99.15333333333332,55.10666666666666,2.668042182485099
2022-02-01,Gran Canaria,128.91,92.51,0.7176324567527733,2,1,1,80.0,108.21,20.35,94.43333333333334,59.95583333333334,3.5459459459459457
2022-03-01,Gran Canaria,129.63,103.22,0.7962662963820104,3,1,1,92.51,95.09,25.57,89.2,65.96916666666667,3.036761830269848
2022-04-01,Gran Canaria,125.8,89.91,0.7147058823529412,4,2,0,103.22,80.0,29.25,91.91000000000001,72.44000000000001,2.0738461538461537
2022-05-01,Gran Canaria,101.6,70.48,0.6937007874015749,5,2,0,89.91,92.51,29.54,95.21333333333332,77.495,1.3859174001354098
2022-06-01,Gran Canaria,101.54,71.06,0.6998227299586369,6,2,0,70.48,103.22,39.38,87.87,80.90666666666667,0.8044692737430167
2022-07-01,Gran Canaria,112.0,86.95,0.7763392857142858,7,3,0,71.06,89.91,52.19,77.14999999999999,83.54666666666667,0.6660279747077985
2022-08-01,Gran Canaria,117.88,97.51,0.8271971496437055,8,3,1,86.95,70.48,77.14,76.16333333333334,86.44333333333333,0.2640653357531761
2022-09-01,Gran Canaria,108.6,88.46,0.814548802946593,9,3,1,97.51,71.06,68.59,85.17333333333333,88.14083333333333,0.28969237498177564
2022-10-01,Gran Canaria,120.39,98.61,0.819087964116621,10,4,0,88.46,86.95,94.16,90.97333333333331,89.79666666666667,0.04725998300764659
2022-11-01,Gran Canaria,133.65,117.12,0.8763187429854097,11,4,1,98.61,97.51,108.21,94.86,90.1675,0.08233989464929314
2022-12-01,Gran Canaria,136.51,113.84,0.8339315801040218,12,4,0,117.12,88.46,95.09,101.39666666666666,90.91000000000001,0.19718161741508045
2023-01-01,Gran Canaria,133.04,118.37,0.8897324113048708,1,1,1,113.84,98.61,80.0,109.85666666666667,92.47250000000001,0.4796250000000001
2023-02-01,Gran Canaria,138.22,122.28,0.8846766025177254,2,1,1,118.37,117.12,92.51,116.44333333333333,95.67,0.32180304831910056
2023-03-01,Gran Canaria,138.32,118.62,0.8575766338924234,3,1,1,122.28,113.84,103.22,118.16333333333334,98.15083333333332,0.14919589226894017
2023-04-01,Gran Canaria,127.56,94.46,0.7405142677955471,4,2,0,118.62,118.37,89.91,119.75666666666667,99.43416666666667,0.0506061617172728
